,Power Request,Load Scaling Factor,Cost Result
0,8200.0,0.11,0.04
1,8200.0,0.13,0.04
2,8200.0,0.15,0.04
3,8200.0,0.17,0.04
4,8200.0,0.19,0.04
5,8200.0,0.21,0.04
