,iteration,Pi1,Pi2,Pi3,Pi4,Pi5,Pi6,Pi7,Pi8,Pi9,Pi10,Pi11,Pi12,Pi13,Pi14,Pi15,Pi16,Pi17,Pi18,Pi19,Pi20,Pi21,Pi22,Pi23,Pi24,Pi25,Pi26,Pi27,Pi28,Pi29,Pi30,Pi31,Pi32,Pi33,Pi34,Pi35,Pi36,Pi37,Pi38,Pi39,Pi40,B1cs,B2cs,B3cs,B4cs,B5cs,B6cs,B7cs,B8cs,B9cs,B10cs,B11cs,B12cs,B13cs,B14cs,B15cs,B16cs,B17cs,B18cs,B19cs,B20cs,B21cs,B22cs,B23cs,B24cs,B25cs,B26cs,B27cs,B28cs,B29cs,B30cs,B31cs,B32cs,B33cs,B34cs,B35cs,B36cs,B37cs,B38cs,B39cs,B40cs,Pf01,Pf12,Pf23,Pf14,Pf45,Pf56,Pf17,Pf78,Pf89,Pf9x10,Pf10x11,Pf11x12,Pf12x13,Pf13x14,Pf14x15,Pf15x16,Pf16x17,Pf17x18,Pf18x19,Pf19x20,Pf3x21,Pf21x22,Pf22x23,Pf23x24,Pf24x25,Pf25x26,Pf26x27,Pf27x28,Pf28x29,Pf29x30,Pf6x31,Pf31x32,Pf32x33,Pf33x34,Pf34x35,Pf35x36,Pf36x37,Pf37x38,Pf38x39,Pf39x40,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,Buy Price,Optimal Cost
0,0.0,0.0,0.0,0.0,0.0,563.4892378337419,0.0,0.0,0.0,380.6514487673718,0.0,0.0,0.0,0.0,0.0,44.72485731188741,0.0,0.0,11.134456086998886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.7372624121121374,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.7383910404397076,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.7372624121121374,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.7383910404397076,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.7372624121121374,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.7383910404397076,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.7372624121121374,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.7383910404397076,0.7407407407407407,-1000.0,-4.4667753077863494e-23,-3.970466940254533e-23,-563.4892378337419,-563.4892378337419,-5.293955920339377e-23,-436.51076216625813,-436.51076216625813,-436.51076216625813,-55.8593133988863,-55.8593133988863,-55.8593133988863,-55.8593133988863,-55.8593133988863,-55.8593133988863,-11.134456086998886,-11.134456086998886,-11.134456086998886,-6.617444900424222e-24,0.0,-5.293955920339377e-23,0.0,-5.293955920339377e-23,-5.293955920339377e-23,1.5881867761018131e-22,1.0587911840678754e-22,1.5881867761018131e-22,5.293955920339377e-23,0.0,0.0,-3.970466940254533e-23,-1.5881867761018131e-22,-1.0587911840678754e-22,-3.970466940254533e-23,-5.293955920339377e-23,-7.940933880509066e-23,0.0,-5.37667398159468e-23,-5.293955920339377e-23,2.6469779601696886e-23,114.04598182682355,114.04598182682355,114.04598182682355,115.76237919690398,117.45369685033951,117.45369685033951,115.37782934498527,116.69447732380894,117.9964345706824,118.16200781457863,118.32734937516244,118.49246022228998,118.6573413190697,118.82199362192782,118.9864180806731,119.01916571262649,119.05190433668233,119.08463396026995,119.08463396026995,119.08463396026995,114.04598182682355,114.04598182682355,114.04598182682355,114.04598182682355,114.04598182682355,114.04598182682355,114.04598182682355,114.04598182682355,114.04598182682355,114.04598182682355,117.45369685033951,117.45369685033951,117.45369685033951,117.45369685033951,117.45369685033951,117.45369685033951,117.45369685033951,117.45369685033951,117.45369685033951,117.45369685033951,0.01,0.0
1,1.0,0.0,0.0,0.0,0.0,563.4892378337419,0.0,0.0,0.0,380.6514487673718,0.0,0.0,0.0,0.0,0.0,44.72485731188741,0.0,0.0,11.134456086998886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.733784083483534,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.7360413401386745,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.733784083483534,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.7360413401386745,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.733784083483534,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.7360413401386745,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.733784083483534,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.7360413401386745,0.7407407407407407,-1000.0,-4.4667753077863494e-23,-3.970466940254533e-23,-563.4892378337419,-563.4892378337419,-5.293955920339377e-23,-436.51076216625813,-436.51076216625813,-436.51076216625813,-55.8593133988863,-55.8593133988863,-55.8593133988863,-55.8593133988863,-55.8593133988863,-55.8593133988863,-11.134456086998886,-11.134456086998886,-11.134456086998886,-6.617444900424222e-24,0.0,-5.293955920339377e-23,0.0,-5.293955920339377e-23,-5.293955920339377e-23,1.5881867761018131e-22,1.0587911840678754e-22,1.5881867761018131e-22,5.293955920339377e-23,0.0,0.0,-3.970466940254533e-23,-1.5881867761018131e-22,-1.0587911840678754e-22,-3.970466940254533e-23,-5.293955920339377e-23,-7.940933880509066e-23,0.0,-5.37667398159468e-23,-5.293955920339377e-23,2.6469779601696886e-23,114.04598182682355,114.04598182682355,114.04598182682355,115.76237919690398,117.45369685033951,117.45369685033951,115.37782934498527,116.69447732380894,117.9964345706824,118.16200781457863,118.32734937516244,118.49246022228998,118.6573413190697,118.82199362192782,118.9864180806731,119.01916571262649,119.05190433668233,119.08463396026995,119.08463396026995,119.08463396026995,114.04598182682355,114.04598182682355,114.04598182682355,114.04598182682355,114.04598182682355,114.04598182682355,114.04598182682355,114.04598182682355,114.04598182682355,114.04598182682355,117.45369685033951,117.45369685033951,117.45369685033951,117.45369685033951,117.45369685033951,117.45369685033951,117.45369685033951,117.45369685033951,117.45369685033951,117.45369685033951,0.01,0.0
2,2.0,0.0,0.0,0.0,0.0,563.4892378337419,0.0,0.0,0.0,380.6514487673718,0.0,0.0,0.0,0.0,0.0,44.72485731188741,0.0,0.0,11.134456086998886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.7303057548549307,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.7336916398376414,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.7303057548549307,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.7336916398376414,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.7303057548549307,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.7336916398376414,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.7303057548549307,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.7336916398376414,0.7407407407407407,-1000.0,-4.4667753077863494e-23,-3.970466940254533e-23,-563.4892378337419,-563.4892378337419,-5.293955920339377e-23,-436.51076216625813,-436.51076216625813,-436.51076216625813,-55.8593133988863,-55.8593133988863,-55.8593133988863,-55.8593133988863,-55.8593133988863,-55.8593133988863,-11.134456086998886,-11.134456086998886,-11.134456086998886,-6.617444900424222e-24,0.0,-5.293955920339377e-23,0.0,-5.293955920339377e-23,-5.293955920339377e-23,1.5881867761018131e-22,1.0587911840678754e-22,1.5881867761018131e-22,5.293955920339377e-23,0.0,0.0,-3.970466940254533e-23,-1.5881867761018131e-22,-1.0587911840678754e-22,-3.970466940254533e-23,-5.293955920339377e-23,-7.940933880509066e-23,0.0,-5.37667398159468e-23,-5.293955920339377e-23,2.6469779601696886e-23,114.04598182682355,114.04598182682355,114.04598182682355,115.76237919690398,117.45369685033951,117.45369685033951,115.37782934498527,116.69447732380894,117.9964345706824,118.16200781457863,118.32734937516244,118.49246022228998,118.6573413190697,118.82199362192782,118.9864180806731,119.01916571262649,119.05190433668233,119.08463396026995,119.08463396026995,119.08463396026995,114.04598182682355,114.04598182682355,114.04598182682355,114.04598182682355,114.04598182682355,114.04598182682355,114.04598182682355,114.04598182682355,114.04598182682355,114.04598182682355,117.45369685033951,117.45369685033951,117.45369685033951,117.45369685033951,117.45369685033951,117.45369685033951,117.45369685033951,117.45369685033951,117.45369685033951,117.45369685033951,0.01,0.0
3,3.0,0.0,0.0,0.0,0.0,563.4892378337419,0.0,0.0,0.0,380.6514487673718,0.0,0.0,0.0,0.0,0.0,44.72485731188741,0.0,0.0,11.134456086998886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.7268274262263272,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.7313419395366083,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.7268274262263272,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.7313419395366083,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.7268274262263272,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.7313419395366083,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.7268274262263272,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.7313419395366083,0.7407407407407407,-1000.0,-4.4667753077863494e-23,-3.970466940254533e-23,-563.4892378337419,-563.4892378337419,-5.293955920339377e-23,-436.51076216625813,-436.51076216625813,-436.51076216625813,-55.8593133988863,-55.8593133988863,-55.8593133988863,-55.8593133988863,-55.8593133988863,-55.8593133988863,-11.134456086998886,-11.134456086998886,-11.134456086998886,-6.617444900424222e-24,0.0,-5.293955920339377e-23,0.0,-5.293955920339377e-23,-5.293955920339377e-23,1.5881867761018131e-22,1.0587911840678754e-22,1.5881867761018131e-22,5.293955920339377e-23,0.0,0.0,-3.970466940254533e-23,-1.5881867761018131e-22,-1.0587911840678754e-22,-3.970466940254533e-23,-5.293955920339377e-23,-7.940933880509066e-23,0.0,-5.37667398159468e-23,-5.293955920339377e-23,2.6469779601696886e-23,114.04598182682355,114.04598182682355,114.04598182682355,115.76237919690398,117.45369685033951,117.45369685033951,115.37782934498527,116.69447732380894,117.9964345706824,118.16200781457863,118.32734937516244,118.49246022228998,118.6573413190697,118.82199362192782,118.9864180806731,119.01916571262649,119.05190433668233,119.08463396026995,119.08463396026995,119.08463396026995,114.04598182682355,114.04598182682355,114.04598182682355,114.04598182682355,114.04598182682355,114.04598182682355,114.04598182682355,114.04598182682355,114.04598182682355,114.04598182682355,117.45369685033951,117.45369685033951,117.45369685033951,117.45369685033951,117.45369685033951,117.45369685033951,117.45369685033951,117.45369685033951,117.45369685033951,117.45369685033951,0.01,0.0
4,4.0,0.0,0.0,0.0,0.0,563.4892378337419,0.0,0.0,0.0,380.6514487673718,0.0,0.0,0.0,0.0,0.0,44.72485731188741,0.0,0.0,11.134456086998886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.7233490975977239,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.7289922392355752,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.7233490975977239,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.7289922392355752,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.7233490975977239,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.7289922392355752,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.7233490975977239,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.7289922392355752,0.7407407407407407,-1000.0,-4.4667753077863494e-23,-3.970466940254533e-23,-563.4892378337419,-563.4892378337419,-5.293955920339377e-23,-436.51076216625813,-436.51076216625813,-436.51076216625813,-55.8593133988863,-55.8593133988863,-55.8593133988863,-55.8593133988863,-55.8593133988863,-55.8593133988863,-11.134456086998886,-11.134456086998886,-11.134456086998886,-6.617444900424222e-24,0.0,-5.293955920339377e-23,0.0,-5.293955920339377e-23,-5.293955920339377e-23,1.5881867761018131e-22,1.0587911840678754e-22,1.5881867761018131e-22,5.293955920339377e-23,0.0,0.0,-3.970466940254533e-23,-1.5881867761018131e-22,-1.0587911840678754e-22,-3.970466940254533e-23,-5.293955920339377e-23,-7.940933880509066e-23,0.0,-5.37667398159468e-23,-5.293955920339377e-23,2.6469779601696886e-23,114.04598182682355,114.04598182682355,114.04598182682355,115.76237919690398,117.45369685033951,117.45369685033951,115.37782934498527,116.69447732380894,117.9964345706824,118.16200781457863,118.32734937516244,118.49246022228998,118.6573413190697,118.82199362192782,118.9864180806731,119.01916571262649,119.05190433668233,119.08463396026995,119.08463396026995,119.08463396026995,114.04598182682355,114.04598182682355,114.04598182682355,114.04598182682355,114.04598182682355,114.04598182682355,114.04598182682355,114.04598182682355,114.04598182682355,114.04598182682355,117.45369685033951,117.45369685033951,117.45369685033951,117.45369685033951,117.45369685033951,117.45369685033951,117.45369685033951,117.45369685033951,117.45369685033951,117.45369685033951,0.01,0.0
5,5.0,0.0,0.0,0.0,0.0,563.4892378337419,0.0,0.0,0.0,380.6514487673718,0.0,0.0,0.0,0.0,0.0,44.72485731188741,0.0,0.0,11.134456086998886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.7198707689691205,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.7266425389345421,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.7198707689691205,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.7266425389345421,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.7198707689691205,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.7266425389345421,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.7198707689691205,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.7266425389345421,0.7407407407407407,-1000.0,-4.4667753077863494e-23,-3.970466940254533e-23,-563.4892378337419,-563.4892378337419,-5.293955920339377e-23,-436.51076216625813,-436.51076216625813,-436.51076216625813,-55.8593133988863,-55.8593133988863,-55.8593133988863,-55.8593133988863,-55.8593133988863,-55.8593133988863,-11.134456086998886,-11.134456086998886,-11.134456086998886,-6.617444900424222e-24,0.0,-5.293955920339377e-23,0.0,-5.293955920339377e-23,-5.293955920339377e-23,1.5881867761018131e-22,1.0587911840678754e-22,1.5881867761018131e-22,5.293955920339377e-23,0.0,0.0,-3.970466940254533e-23,-1.5881867761018131e-22,-1.0587911840678754e-22,-3.970466940254533e-23,-5.293955920339377e-23,-7.940933880509066e-23,0.0,-5.37667398159468e-23,-5.293955920339377e-23,2.6469779601696886e-23,114.04598182682355,114.04598182682355,114.04598182682355,115.76237919690398,117.45369685033951,117.45369685033951,115.37782934498527,116.69447732380894,117.9964345706824,118.16200781457863,118.32734937516244,118.49246022228998,118.6573413190697,118.82199362192782,118.9864180806731,119.01916571262649,119.05190433668233,119.08463396026995,119.08463396026995,119.08463396026995,114.04598182682355,114.04598182682355,114.04598182682355,114.04598182682355,114.04598182682355,114.04598182682355,114.04598182682355,114.04598182682355,114.04598182682355,114.04598182682355,117.45369685033951,117.45369685033951,117.45369685033951,117.45369685033951,117.45369685033951,117.45369685033951,117.45369685033951,117.45369685033951,117.45369685033951,117.45369685033951,0.01,0.0
6,6.0,0.0,0.0,0.0,0.0,563.4892378337419,0.0,0.0,0.0,380.6514487673718,0.0,0.0,0.0,0.0,0.0,44.72485731188741,0.0,0.0,11.134456086998886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.7163924403405172,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.724292838633509,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.7163924403405172,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.724292838633509,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.7163924403405172,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.724292838633509,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.7163924403405172,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.724292838633509,0.7407407407407407,-1000.0,-4.4667753077863494e-23,-3.970466940254533e-23,-563.4892378337419,-563.4892378337419,-5.293955920339377e-23,-436.51076216625813,-436.51076216625813,-436.51076216625813,-55.8593133988863,-55.8593133988863,-55.8593133988863,-55.8593133988863,-55.8593133988863,-55.8593133988863,-11.134456086998886,-11.134456086998886,-11.134456086998886,-6.617444900424222e-24,0.0,-5.293955920339377e-23,0.0,-5.293955920339377e-23,-5.293955920339377e-23,1.5881867761018131e-22,1.0587911840678754e-22,1.5881867761018131e-22,5.293955920339377e-23,0.0,0.0,-3.970466940254533e-23,-1.5881867761018131e-22,-1.0587911840678754e-22,-3.970466940254533e-23,-5.293955920339377e-23,-7.940933880509066e-23,0.0,-5.37667398159468e-23,-5.293955920339377e-23,2.6469779601696886e-23,114.04598182682355,114.04598182682355,114.04598182682355,115.76237919690398,117.45369685033951,117.45369685033951,115.37782934498527,116.69447732380894,117.9964345706824,118.16200781457863,118.32734937516244,118.49246022228998,118.6573413190697,118.82199362192782,118.9864180806731,119.01916571262649,119.05190433668233,119.08463396026995,119.08463396026995,119.08463396026995,114.04598182682355,114.04598182682355,114.04598182682355,114.04598182682355,114.04598182682355,114.04598182682355,114.04598182682355,114.04598182682355,114.04598182682355,114.04598182682355,117.45369685033951,117.45369685033951,117.45369685033951,117.45369685033951,117.45369685033951,117.45369685033951,117.45369685033951,117.45369685033951,117.45369685033951,117.45369685033951,0.01,0.0
7,7.0,0.0,0.0,0.0,0.0,563.4892378337419,0.0,0.0,0.0,380.6514487673718,0.0,0.0,0.0,0.0,0.0,44.72485731188741,0.0,0.0,11.134456086998886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.7129141117119138,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.7219431383324759,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.7129141117119138,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.7219431383324759,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.7129141117119138,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.7219431383324759,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.7129141117119138,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.7219431383324759,0.7407407407407407,-1000.0,-4.4667753077863494e-23,-3.970466940254533e-23,-563.4892378337419,-563.4892378337419,-5.293955920339377e-23,-436.51076216625813,-436.51076216625813,-436.51076216625813,-55.8593133988863,-55.8593133988863,-55.8593133988863,-55.8593133988863,-55.8593133988863,-55.8593133988863,-11.134456086998886,-11.134456086998886,-11.134456086998886,-6.617444900424222e-24,0.0,-5.293955920339377e-23,0.0,-5.293955920339377e-23,-5.293955920339377e-23,1.5881867761018131e-22,1.0587911840678754e-22,1.5881867761018131e-22,5.293955920339377e-23,0.0,0.0,-3.970466940254533e-23,-1.5881867761018131e-22,-1.0587911840678754e-22,-3.970466940254533e-23,-5.293955920339377e-23,-7.940933880509066e-23,0.0,-5.37667398159468e-23,-5.293955920339377e-23,2.6469779601696886e-23,114.04598182682355,114.04598182682355,114.04598182682355,115.76237919690398,117.45369685033951,117.45369685033951,115.37782934498527,116.69447732380894,117.9964345706824,118.16200781457863,118.32734937516244,118.49246022228998,118.6573413190697,118.82199362192782,118.9864180806731,119.01916571262649,119.05190433668233,119.08463396026995,119.08463396026995,119.08463396026995,114.04598182682355,114.04598182682355,114.04598182682355,114.04598182682355,114.04598182682355,114.04598182682355,114.04598182682355,114.04598182682355,114.04598182682355,114.04598182682355,117.45369685033951,117.45369685033951,117.45369685033951,117.45369685033951,117.45369685033951,117.45369685033951,117.45369685033951,117.45369685033951,117.45369685033951,117.45369685033951,0.01,0.0
8,8.0,0.0,0.0,0.0,0.0,563.4892378337419,0.0,0.0,0.0,380.6514487673718,0.0,0.0,0.0,0.0,0.0,44.72485731188741,0.0,0.0,11.134456086998886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.7094357830833103,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.7195934380314428,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.7094357830833103,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.7195934380314428,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.7094357830833103,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.7195934380314428,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.7094357830833103,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.7195934380314428,0.7407407407407407,-1000.0,-4.4667753077863494e-23,-3.970466940254533e-23,-563.4892378337419,-563.4892378337419,-5.293955920339377e-23,-436.51076216625813,-436.51076216625813,-436.51076216625813,-55.8593133988863,-55.8593133988863,-55.8593133988863,-55.8593133988863,-55.8593133988863,-55.8593133988863,-11.134456086998886,-11.134456086998886,-11.134456086998886,-6.617444900424222e-24,0.0,-5.293955920339377e-23,0.0,-5.293955920339377e-23,-5.293955920339377e-23,1.5881867761018131e-22,1.0587911840678754e-22,1.5881867761018131e-22,5.293955920339377e-23,0.0,0.0,-3.970466940254533e-23,-1.5881867761018131e-22,-1.0587911840678754e-22,-3.970466940254533e-23,-5.293955920339377e-23,-7.940933880509066e-23,0.0,-5.37667398159468e-23,-5.293955920339377e-23,2.6469779601696886e-23,114.04598182682355,114.04598182682355,114.04598182682355,115.76237919690398,117.45369685033951,117.45369685033951,115.37782934498527,116.69447732380894,117.9964345706824,118.16200781457863,118.32734937516244,118.49246022228998,118.6573413190697,118.82199362192782,118.9864180806731,119.01916571262649,119.05190433668233,119.08463396026995,119.08463396026995,119.08463396026995,114.04598182682355,114.04598182682355,114.04598182682355,114.04598182682355,114.04598182682355,114.04598182682355,114.04598182682355,114.04598182682355,114.04598182682355,114.04598182682355,117.45369685033951,117.45369685033951,117.45369685033951,117.45369685033951,117.45369685033951,117.45369685033951,117.45369685033951,117.45369685033951,117.45369685033951,117.45369685033951,0.01,0.0
9,9.0,0.0,0.0,0.0,0.0,563.4892378337419,0.0,0.0,0.0,380.6514487673718,0.0,0.0,0.0,0.0,0.0,44.72485731188741,0.0,0.0,11.134456086998886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.705957454454707,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.7172437377304097,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.705957454454707,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.7172437377304097,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.705957454454707,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.7172437377304097,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.705957454454707,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.7172437377304097,0.7407407407407407,-1000.0,-4.4667753077863494e-23,-3.970466940254533e-23,-563.4892378337419,-563.4892378337419,-5.293955920339377e-23,-436.51076216625813,-436.51076216625813,-436.51076216625813,-55.8593133988863,-55.8593133988863,-55.8593133988863,-55.8593133988863,-55.8593133988863,-55.8593133988863,-11.134456086998886,-11.134456086998886,-11.134456086998886,-6.617444900424222e-24,0.0,-5.293955920339377e-23,0.0,-5.293955920339377e-23,-5.293955920339377e-23,1.5881867761018131e-22,1.0587911840678754e-22,1.5881867761018131e-22,5.293955920339377e-23,0.0,0.0,-3.970466940254533e-23,-1.5881867761018131e-22,-1.0587911840678754e-22,-3.970466940254533e-23,-5.293955920339377e-23,-7.940933880509066e-23,0.0,-5.37667398159468e-23,-5.293955920339377e-23,2.6469779601696886e-23,114.04598182682355,114.04598182682355,114.04598182682355,115.76237919690398,117.45369685033951,117.45369685033951,115.37782934498527,116.69447732380894,117.9964345706824,118.16200781457863,118.32734937516244,118.49246022228998,118.6573413190697,118.82199362192782,118.9864180806731,119.01916571262649,119.05190433668233,119.08463396026995,119.08463396026995,119.08463396026995,114.04598182682355,114.04598182682355,114.04598182682355,114.04598182682355,114.04598182682355,114.04598182682355,114.04598182682355,114.04598182682355,114.04598182682355,114.04598182682355,117.45369685033951,117.45369685033951,117.45369685033951,117.45369685033951,117.45369685033951,117.45369685033951,117.45369685033951,117.45369685033951,117.45369685033951,117.45369685033951,0.01,0.0
