,Min Charge,Max Charge,Cost Result
0,0.1,0.8,0.3200000000000001
1,0.1,0.9,0.3200000000000001
2,0.1,1.0,0.3200000000000001
3,0.2,0.8,0.3100000000000001
4,0.2,0.9,0.3100000000000001
5,0.2,1.0,0.3100000000000001
6,0.3,0.8,0.3900000000000002
7,0.3,0.9,0.3900000000000002
8,0.3,1.0,0.3900000000000002
