,iteration,Pi1,Pi2,Pi3,Pi4,Pi5,Pi6,Pi7,Pi8,Pi9,Pi10,B1cs,B2cs,B3cs,B4cs,B5cs,B6cs,B7cs,B8cs,B9cs,B10cs,Pf01,Pf12,Pf23,Pf14,Pf45,Pf56,Pf17,Pf78,Pf89,Pf9x10,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,Sell Price
0,0.0,-1380.9523810754256,1228.5714285856163,3.6312993375982986e-08,-5000.0,5000.0,-885.7142857313197,5000.0,-5000.0,2021.697746780437,1016.3974913124257,0.7492651381547866,0.7331569664902122,0.7407407407405165,0.7716049382716049,0.7098765432098766,0.7462081128748848,0.7098765432098766,0.7716049382716049,0.7282611250198738,0.7344666821523924,-2000.0,-1228.5714286219293,-3.6312993375982986e-08,885.7142858345135,-4114.285714368574,885.7142857313197,-3038.0952382880096,1961.9047619239293,-3038.0952380928625,-1016.3974913124257,116.68761716672965,122.53978945652413,126.0,116.68761716683858,114.0,126.0,114.00000000016377,122.97425204830058,117.25755128558764,126.0,-4869.523809528085
1,1.0,-1914.2857142871376,1628.571428568988,-399.9999999995414,-4600.000000000146,5000.0,-885.7142857139966,5000.0,-4600.0000000003365,1845.3545609945731,926.0740104341511,0.7610817166380405,0.7231040564373172,0.7432098765429829,0.8000000000000008,0.6790123456790125,0.7516754850089217,0.6790123456790125,0.800000000000002,0.7168700474828703,0.7287501759151446,-2000.0,-1228.5714285694467,399.9999999995414,485.7142857119001,-4114.285714288246,885.7142857139966,-3171.428571429591,1828.5714285716128,-2771.4285714287244,-926.0740104341511,116.68761716651183,122.5397894563167,125.99999999998825,115.48160026601097,114.00000000000182,126.0,114.0,123.3531515608714,118.05083650698606,125.99999999999707,-4502.857142857412
2,2.0,-4171.428571429683,2114.2857142855023,-2114.285714285603,1.1095179314653896e-10,4171.428571428192,-2114.285714285585,4114.285714287043,3.4646428056055673e-10,-0.017458464152827567,0.017458463828632222,0.7868312757209398,0.7100529100528388,0.7562610229274619,0.8000000000000002,0.6532627865961224,0.7647266313934007,0.6536155202821788,0.7999999999999998,0.7168701552511675,0.7287500681468493,-2000.0,1.0079643984377264e-10,2114.285714285603,-2057.1428571427186,-2057.1428571426077,2114.285714285585,-4114.285714287065,-2.226893668110571e-11,3.241953438661699e-10,-0.017458463828632222,120.31624994155999,125.99999999999973,125.99999999999945,114.00000000000004,120.14990636700435,125.99999999999896,114.0000000000001,125.99999999999974,125.9999999999998,125.9999999999989,-127.9999999998995
3,3.0,-2133.3333333573487,2114.2857142958287,-2114.285714297767,5.231036578806019e-12,4171.428571448751,-2114.2857142962457,1057.1428571587908,-4.381806298447344e-10,679.3111198247443,339.7364992236793,0.8000000000009234,0.6970017636682967,0.7693121693120161,0.8000000000000002,0.6275132275131053,0.7777777777779454,0.6470899470898406,0.8000000000000026,0.7126768767337309,0.7266529292627525,-2000.0,1.9382995398822002e-09,2114.285714297767,-2057.1428571525107,-2057.1428571525057,2114.2857142962457,-2076.190476206776,-1019.0476190479854,-1019.0476190484236,-339.7364992236793,120.31624994159274,126.0,126.0,114.0,120.14990636703025,126.0,114.00000000000195,120.20537980201173,123.13678031635844,126.0,-107.61904762008285
4,4.0,1.4941158627331172e-07,2057.1428569987797,-2114.2857142832763,7.374960611752179e-12,4171.428571438074,-2114.285714296535,-2057.142857136865,3.8155311597161525e-10,1371.3989503770858,685.7439067529355,0.800000000000001,0.6843033509707733,0.7823633156964807,0.8000000000000002,0.6017636684301543,0.7908289241624918,0.6597883597882163,0.8000000000000003,0.7042114511141192,0.7224199421840307,-2000.0,57.14285728449651,2114.2857142832763,-2057.1428571415468,-2057.1428571415395,2114.285714296535,6.462005070573938e-09,-2057.142857130403,-2057.142857130021,-685.7439067529355,120.31624994155354,125.99999999999358,125.8411697335146,114.00000000000038,120.14990636700126,125.99999999999305,114.0,114.0,120.14990636691131,125.99999999987529,-85.71428571106313
5,5.0,-3.0501689759082796e-09,2114.2857142888734,-2114.2857142994553,-3.201391503393653e-11,3542.8571428309915,-1485.7142856784653,-1828.5714285671,-6.411492911077491e-10,1180.9671040899023,590.4614673389766,0.8000000000000199,0.6712522045862741,0.7954144620810453,0.8000000000000003,0.5798941798941605,0.8000000000000133,0.6710758377423343,0.8000000000000042,0.6969215307185026,0.7187751183115678,-2000.0,1.0581788920270114e-08,2114.2857142994553,-2057.142857152494,-2057.142857152526,1485.7142856784653,57.142857138862,-1771.4285714282378,-1771.428571428879,-590.4614673389766,120.31624994159502,126.0,126.0,114.0,120.14990636702757,126.0,115.91376104688105,115.74109036999883,120.97933707884155,126.0,-73.7142857144994
6,6.0,3.516317142625262e-09,1428.5714285973854,-742.8571428705807,5.0580769456316666e-11,2057.14285713898,2.2106287784926575e-09,-2800.0000000128953,5.859017348870795e-10,1371.3857302233166,685.7571269174301,0.7999999999999983,0.6624338624344384,0.7999999999999995,0.8,0.5671957671957717,0.7999999999999996,0.6883597883596977,0.8000000000000005,0.6884561867047785,0.7145420496268924,-2000.0,-685.714285726805,742.8571428705807,-2057.142857141241,-2057.1428571411907,-2.2106287784924826e-09,742.8571428715627,-2057.1428571413326,-2057.142857140747,-685.7571269174301,116.25833303470948,122.13107712621478,124.08061895404208,114.00000000000007,120.14990636700007,125.99999999999095,116.25833303471614,114.00000000000381,120.14990636700394,125.99999999999343,-37.14285714290453
7,7.0,-3.119476161118146e-10,-57.142857142505264,-1.0981099933217487e-10,2.1214445114443847e-12,2057.1428571432266,-1.0194325566761279e-10,-2057.1428571434067,5.31946896468541e-11,1371.4350840631369,685.7077730800171,0.8000000000000002,0.6627865961205032,0.8000000000000002,0.8,0.5544973544973567,0.8000000000000003,0.7010582010581139,0.8000000000000003,0.679990538037722,0.7103092855955343,-2000.0,57.14285714261508,1.0981099933217477e-10,-2057.142857143127,-2057.1428571431247,1.0194325566759215e-10,1.9985013507732812e-10,-2057.142857143207,-2057.142857143154,-685.7077730800171,114.00000000000033,119.98333217576545,119.81652640600228,114.0,120.14990636700549,126.0,114.00000000000001,114.0,120.14990636700516,126.0,-22.28571428573249
8,8.0,-1.0220800593838668e-10,-57.14285714325114,-8.158841087962906e-11,-1.5441844661712733e-11,2057.142857143957,-3.187748692438127e-11,-2057.1428571444553,-7.543056932937192e-11,1371.4313049626433,685.7115521814127,0.8000000000000008,0.6631393298065726,0.8000000000000007,0.8000000000000002,0.5417989417989372,0.8000000000000004,0.7137566137565364,0.8000000000000007,0.6715249126984465,0.7060764982363898,-2000.0,57.14285714333273,8.158841087962854e-11,-2057.1428571439096,-2057.142857143925,3.1877486924376926e-11,4.747621122058124e-10,-2057.1428571439806,-2057.142857144056,-685.7115521814127,114.0,119.98333217576507,119.8165264059998,114.0,120.14990636700746,126.0,114.0,114.0,120.14990636700644,126.0,-22.28571428577888
9,9.0,2.541364973253837e-10,-57.142857142971714,1.1167151959331964e-10,1.7190925019561295e-11,2057.1428571425377,7.761944770224905e-11,-2057.1428571427514,1.2212461611806335e-10,1371.3997600363443,685.7430971062583,0.7999999999999992,0.6634920634926403,0.8,0.8,0.5291005291005264,0.7999999999999998,0.7264550264549485,0.7999999999999998,0.6630594820809382,0.7018435161554869,-2000.0,57.142857142860045,-1.1167151959331948e-10,-2057.1428571426322,-2057.1428571426154,-7.761944770220689e-11,2.6567734501141573e-11,-2057.1428571427246,-2057.1428571426027,-685.7430971062583,114.00000000000001,119.98333217576517,119.81652640600127,114.00000000000036,120.1499063670044,125.99999999999903,114.00000000000026,114.00000000000017,120.14990636700449,125.99999999999908,-22.285714285678893
