,iteration,Pi1,Pi2,Pi3,Pi4,Pi5,Pi6,B1cs,B2cs,B3cs,B4cs,B5cs,B6cs,Pf01,Pf12,Pf23,Pf14,Pf45,Pf56,V1,V2,V3,V4,V5,V6,Sell Price
0,0.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,0.7469135802469137,0.7469135802469137,0.7469135802469137,0.7469135802469137,0.7469135802469137,0.7469135802469137,0.0,0.0,0.0,0.0,0.0,0.0,114.0,114.0,114.0,114.0,114.0,114.0,-180.0
1,1.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,0.7530864197530865,0.7530864197530865,0.7530864197530865,0.7530864197530865,0.7530864197530865,0.7530864197530865,0.0,0.0,0.0,0.0,0.0,0.0,114.0,114.0,114.0,114.0,114.0,114.0,-180.0
2,2.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,0.7592592592592594,0.7592592592592594,0.7592592592592594,0.7592592592592594,0.7592592592592594,0.7592592592592594,0.0,0.0,0.0,0.0,0.0,0.0,114.0,114.0,114.0,114.0,114.0,114.0,-180.0
3,3.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,0.7654320987654323,0.7654320987654323,0.7654320987654323,0.7654320987654323,0.7654320987654323,0.7654320987654323,0.0,0.0,0.0,0.0,0.0,0.0,114.0,114.0,114.0,114.0,114.0,114.0,-180.0
4,4.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,0.7716049382716051,0.7716049382716051,0.7716049382716051,0.7716049382716051,0.7716049382716051,0.7716049382716051,0.0,0.0,0.0,0.0,0.0,0.0,114.0,114.0,114.0,114.0,114.0,114.0,-180.0
5,5.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,0.777777777777778,0.777777777777778,0.777777777777778,0.777777777777778,0.777777777777778,0.777777777777778,0.0,0.0,0.0,0.0,0.0,0.0,114.0,114.0,114.0,114.0,114.0,114.0,-180.0
6,6.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,0.7839506172839509,0.7839506172839509,0.7839506172839509,0.7839506172839509,0.7839506172839509,0.7839506172839509,0.0,0.0,0.0,0.0,0.0,0.0,114.0,114.0,114.0,114.0,114.0,114.0,-180.0
7,7.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,0.7901234567901239,0.7901234567901239,0.7901234567901239,0.7901234567901239,0.7901234567901239,0.7901234567901239,0.0,0.0,0.0,0.0,0.0,0.0,114.0,114.0,114.0,114.0,114.0,114.0,-180.0
8,8.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,0.7962962962962967,0.7962962962962967,0.7962962962962967,0.7962962962962967,0.7962962962962967,0.7962962962962967,0.0,0.0,0.0,0.0,0.0,0.0,114.0,114.0,114.0,114.0,114.0,114.0,-180.0
9,9.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,0.8024691358024696,0.8024691358024696,0.8024691358024696,0.8024691358024696,0.8024691358024696,0.8024691358024696,0.0,0.0,0.0,0.0,0.0,0.0,114.0,114.0,114.0,114.0,114.0,114.0,-180.0
