,iteration,Pi1,Pi2,Pi3,Pi4,Pi5,Pi6,Pf01,Pf12,Pf23,Pf14,Pf45,Pf56,V1,V2,V3,V4,V5,V6,Sell Price
26,26.0,-5.986893999802346e-10,-3.899194289129042e-10,1000.006438499315,-6.722088404576771e-05,999.993628722637,-7.933712932242111e-11,-2000.0,-1000.006438498925,-1000.006438499315,-999.9935615016736,-999.9936287225577,7.93371293238979e-11,114.12248279252609,117.14924492150924,120.09975059353528,117.14920644964543,120.09967573598038,120.09967573598016,59.999997983315026
27,27.0,-4.541327288382695e-11,-7.856019241444633e-11,1000.0058556097691,1.7536566011860282e-09,999.994144388602,-8.148112780656551e-13,-2000.0,-1000.0058556096906,-1000.0058556097691,-999.9941443903548,-999.9941443886012,8.148112796921895e-13,114.12238959734398,117.1491523927289,120.09965863923824,117.14911740376513,120.09959038045594,120.09959038045594,60.000000000046356
28,28.0,3.9439602461438306e-10,1.3168313658073187e-10,1000.0061529093981,-1.5777605225558494e-07,999.9938472477946,5.726510405367137e-11,-2000.0,-1000.0061529095298,-1000.0061529093981,-999.9938470900759,-999.9938472478518,-5.7265104050899555e-11,114.1224876362744,117.14924878687106,120.09975353165684,117.14921202148447,120.09968180777203,120.0996818077722,59.99999999530034
29,29.0,-3.7019089071270427e-10,-9.975870307563634e-11,1000.0061573520684,1.558035466161828e-07,999.993842492641,-4.3008060580405656e-11,-2000.0,-1000.0061573519687,-1000.0061573520684,-999.9938426484015,-999.993842492598,4.300806057986398e-11,114.12725511355268,117.15389310603558,120.1042837705916,117.15385631556359,120.10421199671728,120.10421199671715,60.00000000464377
30,30.0,5.220420735128385e-08,-5.434369709237308e-10,1000.0085997802141,-3.8134706077081066e-08,999.9914002063496,-8.975657240611793e-11,-2000.0,-1000.0085997796707,-1000.0085997802141,-999.9914001681251,-999.9914002062598,8.975657240861023e-11,114.11719651845023,117.14410169136342,120.09474002187943,117.14405030281475,120.09463977002851,120.09463977002824,60.000000002381675
31,31.0,-5.186663209866786e-08,7.401148397844491e-10,1000.0061575464752,-3.9322036258747904e-08,999.9938425438456,1.2776785729989036e-10,-2000.0,-1000.0061575472153,-1000.0061575464752,-999.9938425046514,-999.9938425439734,-1.2776785729908885e-10,114.12729036397727,117.15392744635821,120.10431726790338,117.15389065488493,120.10424549264438,120.10424549264475,59.999999995326455
32,32.0,-1.6920541990033208e-09,-6.349574739872709e-10,1000.0058060779999,0.00020174687993897156,999.9939921776637,-2.1658530916611118e-10,-2000.0,-1000.0058060773649,-1000.0058060779999,-999.9941939243271,-999.9939921774471,2.1658531095338156e-10,114.122532330974,117.1492912908718,120.09979398157547,117.1492565972088,120.09972570911049,120.09972570910986,60.00000605226008
33,33.0,2.5424734319666496e-09,1.0005859076936159e-09,1000.005009082003,-0.00026713212845614996,999.9952580462577,3.247354064159954e-10,-2000.0,-1000.0050090830034,-1000.005009082003,-999.9949909144541,-999.9952580465825,-3.247354075185967e-10,114.12728098847522,117.15391488139149,120.10430166441571,117.15388495273044,120.10424405698012,120.10424405698107,59.999991986257825
34,34.0,-1.158914717256615e-09,-4.93972691149571e-10,1000.0061011247742,0.00012858051923492634,999.993770296512,-1.5253777189344182e-10,-2000.0,-1000.0061011242802,-1000.0061011247742,-999.9938988768787,-999.9937702963595,1.525377718934338e-10,114.12923706562877,117.15582368781114,120.10616676406266,117.15578723390624,120.10609527248715,120.10609527248671,60.0000038573129
35,35.0,-4.855319808801684e-10,-2.0401237839427602e-10,1000.0063306674831,0.000134423014509597,999.9935349102497,-5.783096159133144e-11,-2000.0,-1000.0063306672791,-1000.0063306674831,-999.9936693332064,-999.9935349101919,5.783096159130704e-11,114.12202379135339,117.14879745734194,120.09931380806707,117.14875962965837,120.09923961959383,120.09923961959366,60.000004032647695
36,36.0,-2.329442667200887e-10,-1.1441300412965407e-10,1000.0060103936238,-0.000153237644847348,999.9941428443848,-1.636883905045065e-11,-2000.0,-1000.0060103935094,-1000.0060103936238,-999.9939896067235,-999.9941428443684,1.6368839051140105e-11,114.12728009378966,117.15391700187303,120.10430665116579,117.15388108949293,120.1042370373421,120.10423703734206,59.99999540284979
37,37.0,7.208807973328481e-10,3.1643353951526147e-10,1000.0061946721269,-4.43413098682875e-05,999.9938449195479,4.748597805939898e-06,-2000.0,-1000.0061946724433,-1000.0061946721269,-999.9938053268359,-999.9938496681457,-4.748597805939898e-06,114.12721497807759,117.15385411891958,120.10424584997644,117.15381710549205,120.10417377077621,120.10417378461597,59.99999879803452
38,38.0,2.304117625159894e-06,-4.1522647472276766e-11,1000.0061748216593,3.530471249063421e-12,999.9938276227961,-4.748535070203057e-06,-2000.0,-1000.0061748216178,-1000.0061748216593,-999.9938228742645,-999.993822874261,4.7485350702032226e-06,114.11759774523378,117.14448530565552,120.09510714392584,117.14444840089142,120.09503514781665,120.0950351339777,60.00000002846799
39,39.0,-2.3041611630069306e-06,3.460728368997163e-11,1000.0062843256609,-6.286153906491825e-05,999.9937808399683,3.659059139341746e-11,-2000.0,-1000.0062843256954,-1000.0062843256609,-999.9937179784657,-999.9937808400049,-3.6590587756485075e-11,114.12717616340305,117.15381657542798,120.10420948958772,117.15377903172099,120.10413643089443,120.10413643089454,59.99999795747324
40,40.0,-3.1602716414786755e-11,-1.8306769549863706e-11,1000.0063513201104,-2.271719725235346e-06,999.9936509516741,-1.4911842817203138e-11,-2000.0,-1000.0063513200921,-1000.0063513201104,-999.9936486799394,-999.9936509516591,1.4911836491104952e-11,114.12729758786735,117.15393506191603,120.10432526066172,117.15389711332631,120.10425123328632,120.10425123328628,59.99999993184512
41,41.0,3.712279010072449e-10,6.456141393739544e-10,1000.0061311344301,6.517278355916909e-05,999.9938036917049,6.458198566422323e-11,-2000.0,-1000.0061311350757,-1000.0061311344301,-999.9938688645531,-999.9938036917695,-6.458198566081959e-11,114.1224876116614,117.1492486978404,120.09975338135585,117.14921206256174,120.09968172090703,120.09968172090721,60.000001955236314
42,42.0,4.444001934486431e-10,-6.364062255722273e-10,1000.0059431835733,-7.420411513302553e-10,999.9940568173141,4.6638012587577844e-11,-2000.0,-1000.0059431829369,-1000.0059431835733,-999.9940568166187,-999.9940568173607,-4.663801258890924e-11,114.12249197377128,117.14925238571298,120.09975643089338,117.14921687350294,120.09968715133013,120.09968715133027,59.999999999983764
43,43.0,-7.299683389251169e-10,6.088667344868646e-11,1000.0061946615733,-1.5695764065488862e-07,999.993805496144,-9.056782017687363e-11,-2000.0,-1000.0061946616341,-1000.0061946615733,-999.9938053390958,-999.9938054960535,9.056782017478944e-11,114.12242272197513,117.14918567449169,120.09969209144474,117.1491486596055,120.09961988081805,120.09961988081778,59.99999999524162
44,44.0,-4.4341516058015496e-11,-1.4152505870058815e-10,1000.0061527734505,1.5781052048606016e-07,999.993847068928,-3.0574600404128598e-12,-2000.0,-1000.0061527733089,-1000.0061527734505,-999.9938472267354,-999.9938470689249,3.0574600428764363e-12,114.12241699848981,117.14917997373453,120.0996864086655,117.14914320914166,120.09961468541059,120.09961468541059,60.00000000472556
45,45.0,3.539039643413144e-11,7.023948887095002e-11,1000.0061527321257,7.752094931583675e-08,999.9938471902441,3.666857393653018e-12,-2000.0,-1000.0061527321959,-1000.0061527321257,-999.9938472677687,-999.9938471902477,-3.666857394573489e-12,114.12247241817742,117.14923396143173,120.09973906991982,117.14919719710008,120.0996673474092,120.09966734740921,60.00000000233094
46,46.0,-7.388321585409625e-11,-2.74149315089619e-11,1000.006152744237,2.873392475019089e-09,999.9938472530024,-1.1523925897092257e-11,-2000.0,-1000.0061527442097,-1000.006152744237,-999.9938472558642,-999.9938472529908,1.1523925894839773e-11,114.12241700318124,117.14917997821723,120.09968641295237,117.14914321379948,120.09961469048926,120.09961469048922,60.00000000007977
47,47.0,-2.358674832574065e-12,1.2957809528464233e-11,1000.0061527217001,-1.5956992674183706e-07,999.9938474378384,2.083753772207343e-11,-2000.0,-1000.0061527217131,-1000.0061527217001,-999.9938472782893,-999.9938474378592,-2.0837537723526205e-11,114.12239521601339,117.14915875389484,120.09966570998596,117.14912198960275,120.09959398824458,120.09959398824465,59.99999999521383
48,48.0,-1.8183385954051045e-09,-4.361815375460944e-10,1000.006350669591,-7.77197846068829e-08,999.9936494106065,-2.2324098473058147e-10,-2000.0,-1000.0063506691548,-1000.006350669591,-999.9936493326635,-999.9936494103833,2.2324098473146123e-10,114.12729758705055,117.15393505978165,120.10432525708784,117.15389711424865,120.1042512305168,120.10425123051614,59.999999997521286
49,49.0,1.8116775097966161e-09,4.5562214048111734e-10,1000.0058514184581,-0.00012939391602062163,999.9942779729629,2.2775405342193345e-10,-2000.0,-1000.0058514189137,-1000.0058514184581,-999.9941485792747,-999.9942779731907,-2.277540539117138e-10,114.12245114556505,117.14921233769273,120.099717099119,117.14917737520928,120.09964926648017,120.09964926648084,59.99999611833008
50,50.0,7.112842274206972e-10,2.2005026244475233e-10,1000.0063074017656,0.0001294723505841298,999.993563124862,9.048105803688878e-11,-2000.0,-1000.0063074019857,-1000.0063074017656,-999.993692597303,-999.9935631249524,-9.048105803485505e-11,114.12729801875825,117.15393535107539,120.10432541513767,117.15389766405828,120.104251515373,120.10425151537326,60.000003884230125
51,51.0,-9.520036136853545e-10,-3.2527907004380555e-10,1000.0061208426771,6.52652552469923e-05,999.9938138934257,-8.068711170849379e-11,-2000.0,-1000.0061208423517,-1000.0061208426771,-999.9938791586003,-999.993813893345,8.068711170854011e-11,114.12169583870357,117.14847735114282,120.09900095455039,117.14844077712941,120.09892941337127,120.09892941337102,60.00000195787773
52,52.0,2.599802326866317e-10,1.4159301520784165e-10,1000.0060695047413,-6.518787113396506e-05,999.9939956827208,7.43765962980286e-12,-2000.0,-1000.0060695048829,-1000.0060695047413,-999.9939304948572,-999.9939956827283,-7.437659629355433e-12,114.1224857980094,117.1492467469177,120.09975129875842,117.14921047989678,120.09968073663336,120.09968073663339,59.999998044387404
53,53.0,-8.881624114510964e-10,-4.751815662310877e-10,1000.0061526579019,8.185215093984687e-08,999.9938472617146,-1.0517032124018548e-10,-2000.0,-1000.0061526574267,-1000.0061526579019,-999.9938473434615,-999.9938472616093,1.051703212471022e-10,114.12247271546761,117.14923425081594,120.09973935197684,117.14919748693488,120.09966763033276,120.09966763033246,60.00000000237332
54,54.0,1.0461312316887468e-09,5.167914457094769e-10,1000.0061503310086,-6.243953001917443e-05,999.993912106818,1.4056381529447288e-10,-2000.0,-1000.0061503315253,-1000.0061503310086,-999.9938496674284,-999.9939121069585,-1.4056381750354336e-10,114.1223048499124,117.14907071487363,120.0995798275393,117.1490339645271,120.09950831551613,120.09950831551653,59.9999981269097
55,55.0,-4.945400421430529e-09,7.799651496580566e-09,1000.0061706930024,3.948867064849424e-05,999.9937898159206,-4.4807275081159015e-10,-2000.0,-1000.0061707008022,-1000.0061706930024,-999.9938293041433,-999.9937898154726,4.480727508140441e-10,114.13182457053097,117.15834455679526,120.10862591327107,117.1583076879791,120.1085538718262,120.1085538718249,60.00000118462371
56,56.0,4.902961942697476e-09,-7.869680676997242e-09,1000.0063338871441,2.294945607534291e-05,999.9936431659434,4.231659128545773e-10,-2000.0,-1000.0063338792744,-1000.0063338871441,-999.9936661158226,-999.9936431663665,-4.231659128457188e-10,114.12236902749041,117.14913378323371,120.09964188074329,117.14909593645176,120.09956797983926,120.09956797984049,60.00000068851372
57,57.0,-7.516967022602174e-11,5.584233567237783e-11,1000.0050127811991,-2.3507147825122887e-07,999.9949874538661,2.5618280455458405e-11,-2000.0,-1000.0050127812549,-1000.0050127811991,-999.9949872188203,-999.9949874538917,-2.56182804600948e-11,114.12234949372898,117.14911080719052,120.09961561912863,117.1490808543639,120.09955718585904,120.09955718585911,59.99999999294567
58,58.0,-7.19870288882065e-11,-2.598771930641404e-11,1000.0061620073262,1.1619839893870696e-07,999.9938371717338,7.048394691185869e-07,-2000.0,-1000.0061620073002,-1000.0061620073262,-999.9938379927718,-999.9938378765734,-7.048394691185881e-07,114.12854538616627,117.15515005908748,120.10550986017618,117.1551132411958,120.10543803288577,120.10543803493975,60.000000022510676
59,59.0,-3.0613386787186615e-10,-1.413836370051925e-10,1000.006127169254,-3.8567745425205596e-08,999.9938735746416,-7.048802918666892e-07,-2000.0,-1000.0061271691126,-1000.006127169254,-999.9938728311935,-999.9938728697613,7.048802918666886e-07,114.12730058792688,117.15393731541987,120.10432680600537,117.15390070530624,120.10425538455237,120.10425538249827,59.99999997978473
60,60.0,9.640401638067282e-10,4.065485159648493e-10,1000.0063006807961,0.00016631462078638235,999.9935330030852,1.2731855123681993e-10,-2000.0,-1000.0063006812027,-1000.0063006807961,-999.9936993178334,-999.9935330032125,-1.2731855123702098e-10,114.12241687632664,117.1491802966239,120.09968715466088,117.14914264823537,120.09961322301977,120.09961322302014,60.00000498952388
61,61.0,-1.5692996914908214e-09,-7.799032744197152e-10,1000.0062717154472,-0.00023185178172341442,999.9939601388821,-1.9830800296018744e-10,-2000.0,-1000.0062717146673,-1000.0062717154472,-999.9937282869021,-999.9939601386839,1.9830800411321148e-10,114.12239496413477,117.14915886341524,120.09966616432375,117.14912138896213,120.09959373224733,120.09959373224675,59.99999304430328
62,62.0,8.697601996271667e-10,4.3563918847293765e-10,1000.0061308826002,6.546057953331664e-05,999.9938036554169,9.791876131500834e-11,-2000.0,-1000.0061308830359,-1000.0061308826002,-999.9938691160944,-999.9938036555149,-9.791876131085262e-11,114.12244499136723,117.14920717796582,120.09971288077243,117.14917054417718,120.09964122239077,120.09964122239106,60.000001963896594
63,63.0,7.613502525859022e-10,2.2601757721769176e-10,1000.0060473019433,-1.3354992766778217e-09,999.993952698302,1.0286313788149762e-10,-2000.0,-1000.0060473021693,-1000.0060473019433,-999.9939526970693,-999.9939526984048,-1.0286313787957456e-10,114.1224388794746,117.14920097427313,120.09970658591216,117.14916483990471,120.09963609260211,120.09963609260241,60.000000000023526
64,64.0,-8.467405833225664e-10,-2.772448179999844e-10,1785.425568987095,1.1613182343904377e-07,214.57441556170116,1.533619599261571e-05,-2000.0,-1785.4255689868178,-1785.425568987095,-214.574431014029,-214.57443089789714,-1.533619599260877e-05,115.43063245375508,120.72294233845962,125.79279274049972,116.07942543945195,116.72461228026673,116.72461232663409,60.00000041749258
65,65.0,1.1717926084545325e-10,5.544993873382806e-11,2000.0000153185044,1.1518837996379928e-10,-1.5245858501005057e-10,-1.5318639813897123e-05,-2000.0,-2000.00001531856,-2000.0000153185044,1.531867708410216e-05,1.5318792272482135e-05,1.5318639813897116e-05,114.35033873692649,120.3162498583334,125.99999996307919,114.35033869003955,114.35033864315227,114.35033859626544,59.99999958641036
66,66.0,-2.900169449426269e-10,-1.1643739888800333e-10,2000.0000000350988,-9.582042044164387e-11,-1.4647535040616717e-14,-3.459643154442527e-08,-2000.0,-2000.0000000349823,-2000.0000000350988,3.469226661240182e-08,3.459644619195596e-08,3.4596431544428656e-08,114.3503387962334,120.31624987023889,125.99999993199471,114.3503387961272,114.35033879602132,114.35033879591543,59.99999999903864
67,67.0,3.728402911046539e-10,1.6380722685173978e-10,2000.0000002525878,3.257926753550677e-10,-2.530687706979342e-07,-3.815864556096422e-10,-2000.0,-2000.0000002527518,-2000.0000002525878,2.5312456447819067e-07,2.534503571535497e-07,3.8158645560625406e-10,114.3503388245112,120.31624989774876,125.99999995886678,114.35033882373644,114.3503388229607,114.35033882295951,60.00000000003137
68,68.0,-2.645773681762659e-10,-1.9836795457163992e-10,799.9999997297288,-3.277682509833513e-05,-1.8557471754586666e-15,1200.0000330475593,-2000.0,-799.9999997295304,-799.9999997297288,-1200.000000270734,-1200.0000330475593,-1200.0000330475593,114.01257466891498,116.44254884896802,118.82283948068861,117.63871464284682,121.15637501079586,124.57474555017549,92.39999990895343
69,69.0,-1.2054476959567921e-10,-5.113987861578899e-10,-1.6590125525995332e-10,942.8571423383609,-9.28169896699672e-15,1057.1428576624369,-2000.0,6.773000674869406e-10,1.6590128132905087e-10,-2000.0000000007979,-1057.1428576624369,-1057.1428576624369,114.00000000000024,114.0,114.0,119.9833321757677,123.02845199394824,126.0,116.82857142700796
70,70.0,-2.2408051903268812e-10,-1.338827634235105e-07,0.0,1255.9040608894625,0.0,744.0959392446443,-2000.0,1.3388275224137454e-07,-1.1182134252297853e-14,-2000.0000001341068,-744.0959392446443,-744.0959392446443,114.02184405274674,114.02184405233578,114.02184405233578,120.00408710241264,122.15501659267973,124.2687218741397,117.76771218091874
71,71.0,5.448217265494304e-10,2.7314611146531744e-06,-5.02765034172307e-14,942.8571387591105,-4.856140609276975e-16,1057.1428585088838,-2000.0,-2.731461064376671e-06,5.027650327087956e-14,-1999.999997267994,-1057.1428585088838,-1057.1428585088838,114.0,114.00000000838607,114.00000000838607,119.98333216779572,123.0284519899515,126.0,116.82857145180867
72,72.0,4.867549132778107e-12,-2.5969009606305103e-06,0.0,942.8571480509453,-6.835674425781598e-17,1057.1428545459507,-2000.0,2.596900960049551e-06,-5.809590683650274e-16,-2000.000002596896,-1057.1428545459507,-1057.1428545459507,114.00000000797294,114.0,114.0,119.98333219091583,123.02845200122543,126.0,116.82857141039332
73,73.0,1.510347072019194e-14,-1.635309813482426e-10,0.0,942.8571428571772,-1.2406064490638486e-16,1057.1428571429863,-2000.0,1.6352727666408943e-10,-3.704684153150149e-15,-2000.0000000001635,-1057.1428571429863,-1057.1428571429863,114.00000000000004,114.0,114.0,119.98333217576567,123.02845199383836,126.0,116.8285714285694
74,74.0,-3.5250412498044736e-12,1.35556164939666e-10,-1.4857907384694954e-17,942.8571428569693,-2.5303894702662474e-17,1057.1428571428987,-2000.0,-1.355561500834596e-10,1.485620641581314e-17,-1999.9999999998681,-1057.1428571428987,-1057.1428571428987,114.0,114.00000000000041,114.00000000000041,119.98333217576476,123.0284519938374,126.0,116.82857142857253
75,75.0,-8.509953275622251e-12,6.19913118977412e-12,0.0,942.8571428571105,0.0,1057.1428571428917,-2000.0,-6.199193109872728e-12,-6.192009859944374e-17,-2000.0000000000023,-1057.1428571428917,-1057.1428571428917,114.0,114.0,114.0,119.98333217576514,123.02845199383758,125.99999999999999,116.82857142857105
76,76.0,-8.509953275622251e-12,6.19913118977412e-12,0.0,942.8571428571105,0.0,1057.1428571428917,-2000.0,-6.199193109872728e-12,-6.192009859944374e-17,-2000.0000000000023,-1057.1428571428917,-1057.1428571428917,114.0,114.0,114.0,119.98333217576514,123.02845199383758,125.99999999999999,116.82857142857105
