,Power Request,Load Scaling Factor,Cost Result
0,1000.0,0.1,0.01
1,1000.0,0.3,0.01
2,2000.0,0.1,0.01
3,2000.0,0.3,0.01
4,10000.0,0.1,0.04
5,10000.0,0.3,0.04
