,iteration,Pi1,Pi2,Pi3,Pi4,Pi5,Pi6,Pi7,Pi8,Pi9,B1cs,B2cs,B3cs,B4cs,B5cs,B6cs,B7cs,B8cs,B9cs,Pf01,Pf12,Pf23,Pf14,Pf45,Pf56,Pf17,Pf78,Pf89,V1,V2,V3,V4,V5,V6,V7,V8,V9,Sell Price
0,0.0,-999.99999999908,1485.6301552187686,-1000.0,-999.9999999976952,3307.0484662095105,-999.9999999974387,-999.9999999936258,-999.9999999990745,2207.0979478986596,0.746913580246908,0.7315701842270447,0.7469135802469137,0.7469135802468994,0.7203268613196944,0.7469135802468977,0.7469135802468743,0.7469135802469078,0.7271166793339588,-934.6615858216,-471.0329659107442,1007.318706133424,-1285.3886750503764,-2292.6112990071715,1007.2156449383388,-185.45101308325945,-1192.6666580177853,-2199.8823029577597,115.63476993601795,117.051796629925,114.0,119.46201107754324,125.99999999998445,123.17040654531934,116.1947319258239,119.73338042470249,125.99999999998795,-1060.2896311997943
1,1.0,-1000.0,1477.7707629038935,-1000.0,-1000.0,3310.4742199017037,-1000.0,-1000.0,-1000.0,2211.901023760603,0.7530864197530809,0.7224481424807243,0.7530864197530865,0.7530864197530722,0.6998918352709184,0.7530864197530706,0.7530864197530471,0.7530864197530807,0.7134629693107453,-869.4538341532,-448.6875690124934,1014.5299857604,-1266.947622835004,-2281.495674702804,1014.543295624,-168.27113688860265,-1182.8144325126027,-2197.357728136603,115.72419665620295,117.07335730230119,114.0,119.49457321446877,126.0,123.14958259394629,116.23200715614247,119.74075993705894,126.0,-1060.4431246762601
2,2.0,-1000.0,1469.8083512315934,-1000.0,-1000.0,3313.6863072435035,-1000.0,-1000.0,-1000.0,2216.3737575427026,0.7592592592592537,0.7133752514237391,0.7592592592592594,0.7592592592592451,0.6794369815225018,0.7592592592592435,0.75925925925922,0.7592592592592536,0.699781649819741,-804.8201837455,-426.4912409566934,1021.6968120919,-1248.679292222204,-2270.400850928304,1021.6735215796,-151.35319280390266,-1173.0267143835026,-2194.7002359631024,115.81296948008304,117.094781132484,114.0,119.52706557240576,126.0,123.12931630970051,116.26947636743435,119.74852748500011,126.0,-1060.6051488151902
3,3.0,-1000.0,1461.9348269204932,-1000.0,-1000.0,3317.0208904203037,-1000.0,-1000.0,-1000.0,2220.8763540214027,0.7654320987654266,0.7043509623686744,0.7654320987654323,0.765432098765418,0.6589615439273147,0.7654320987654164,0.765432098765393,0.7654320987654265,0.6860725365233126,-740.1969666837999,-404.2658651887933,1028.8632587155,-1230.435463987304,-2259.252856771704,1028.8234568842,-134.40598336880274,-1163.2294402530026,-2192.0528971372028,115.90176088165656,117.11619990889753,114.0,119.55970475147473,126.0,123.10899065535816,116.30693171013866,119.75626485492923,126.0,-1060.7629827479682
4,4.0,-1000.0,1454.129697487351,-999.9999999998826,-1000.0,3320.2608758694505,-1000.0,-1000.0,-1000.0,2225.5488054125967,0.7716049382715995,0.6953748531249253,0.7716049382716044,0.7716049382715909,0.6384661064219477,0.7716049382715893,0.7716049382715658,0.7716049382715994,0.672334580934346,-675.523544356,-382.04955727846857,1036.0130916308826,-1212.1120371812065,-2248.210142752273,1036.054039384177,-117.38668726034778,-1153.4407266445546,-2189.4947660285966,115.99040681904188,117.1375651281081,114.00000000000064,119.59202690845942,126.0,123.08843232583372,116.34408087706517,119.76374102281653,126.0,-1060.918012262553
5,5.0,-1000.0,1446.3672124389504,-999.9999999880329,-1000.0,3323.6279538097806,-1000.0,-1000.0,-1000.0,2230.1890603486477,0.7777777777777724,0.6864466604555491,0.7777777777777033,0.7777777777777638,0.6179498844848502,0.7777777777777621,0.7777777777777387,0.7777777777777722,0.6585679817963913,-610.705744804,-359.8213870739175,1043.263624216033,-1193.8291478387637,-2237.01432933102,1043.2872839817608,-100.32720840376003,-1143.6144923935724,-2186.901776374648,116.07932445531192,117.15922728045503,114.00000000000918,119.62478827353765,126.0,123.06786299125044,116.38143585591392,119.77131858904997,126.0,-1061.0708134846489
6,6.0,-1000.0,1438.5678382588621,-1000.0,-1000.0,3326.8004671378344,-1000.0,-1000.0,-1000.0,2234.6109490717413,0.7839506172839453,0.6775666120712351,0.7839506172838762,0.7839506172839367,0.5974140791321476,0.783950617283935,0.7839506172839116,0.7839506172839451,0.6447740870490348,-546.103301767,-337.59249333694737,1050.4897994929145,-1175.4990622162034,-2225.889345922558,1050.407406514277,-83.38872953209349,-1133.7961360473398,-2184.2035425607414,116.16810282650636,117.18081267701473,114.00000000000253,119.65733348968251,126.0,123.04761198595807,116.41907156897541,119.7792032041262,126.0,-1061.2288506901384
7,7.0,-1000.0,1430.7757259894936,-1000.0,-1000.0,3329.977554533104,-1000.0,-1000.0,-1000.0,2239.2548189314025,0.7901234567901182,0.6687346631453741,0.790123456790049,0.7901234567901095,0.5768586621288568,0.7901234567901079,0.7901234567900844,0.790123456790118,0.6309515264383472,-481.4404717,-315.45067334449357,1057.6765585,-1157.2681531411038,-2214.7916759891036,1057.617437944,-66.40250509940259,-1124.0199430434027,-2181.6373809874026,116.25643259454014,117.20227638979543,114.0,119.68978998564425,126.0,123.02710186556132,116.45617146883387,119.7867014042411,126.0,-1061.38440448567
8,8.0,-999.9999999999086,1422.893034528869,-999.9999999994309,-999.9999999998065,3333.317970289978,-1000.0,-1000.0,-999.9999999998895,2243.8967795163985,0.7962962962962904,0.6599513728087761,0.7962962962962185,0.7962962962962812,0.5562826252752151,0.7962962962962808,0.7962962962962573,0.7962962962962903,0.6171003117499743,-416.97283996600004,-293.32953804943827,1064.8292596594308,-1138.981453674161,-2203.8045390009675,1064.8173909790103,-49.44460657930934,-1114.2619975585094,-2179.0793885373987,116.3445306197364,117.22363448452444,114.0,119.72191454658038,125.9999999999975,123.00661700215181,116.49318018550399,119.79417526751146,125.99999999999775,-1061.541061465845
9,9.0,-600.0000000037642,287.7511601523805,-600.0000000157235,-600.0000000025102,2573.0584937557987,-599.9999999530609,-600.0000000056609,-600.0000000029431,1739.401683256484,0.8000000000000173,0.6581751310794405,0.8000000000000191,0.8000000000000004,0.5403995481532657,0.7999999999996948,0.7999999999999959,0.8000000000000121,0.6063632643224651,-352.43688463600006,456.19272449734285,671.9421560377234,-1157.1179731802272,-1829.0328605787374,672.0090359530609,-323.37457524787993,-995.3836112535408,-1667.392647256484,117.41249684925012,116.04464446594262,114.00000000000273,120.81256970034752,126.0,124.11927197192044,118.37253321209563,121.27994536165558,126.0,-644.2428634280637
